id,context_en,question_en,answer_en,context_es,question_es,answer_es,prompt_en,prompt_es
572743fb708984140094db95,"In the early 1970s, ABC completed its transition to color; the decade as a whole would mark a turning point for ABC, as it began to pass CBS and NBC in the ratings to become the first place network. It also began to use behavioral and demographic data to better determine what types of sponsors to sell advertising slots to and provide programming that would appeal towards certain audiences. ABC's gains in audience share were greatly helped by the fact that several smaller markets had grown large enough to allow full-time affiliations from all three networks.",What kind of data did ABC begin using in the 1970s to better target ads and programming for certain audiences?,behavioral and demographic,"A principios de los años 70, ABC completó su transición al color; la década en su conjunto marcaría un punto de inflexión para ABC, ya que comenzó a pasar a CBS y NBC en las clasificaciones para convertirse en la primera cadena de televisión del mundo. También comenzó a utilizar datos de comportamiento y demográficos para determinar mejor a qué tipos de patrocinadores vender los espacios publicitarios y proporcionar programación que atraería a ciertas audiencias. El aumento de la cuota de audiencia de ABC se vio muy favorecido por el hecho de que varios mercados más pequeños habían crecido lo suficiente como para permitir afiliaciones a tiempo completo desde las tres redes.",¿Qué tipo de datos comenzó a utilizar ABC en la década de 1970 para dirigir mejor los anuncios y la programación a determinados públicos?,de comportamiento y demográficos,"Context: In the early 1970s, ABC completed its transition to color; the decade as a whole would mark a turning point for ABC, as it began to pass CBS and NBC in the ratings to become the first place network. It also began to use behavioral and demographic data to better determine what types of sponsors to sell advertising slots to and provide programming that would appeal towards certain audiences. ABC's gains in audience share were greatly helped by the fact that several smaller markets had grown large enough to allow full-time affiliations from all three networks.
Question: What kind of data did ABC begin using in the 1970s to better target ads and programming for certain audiences?
Answer strictly based on the context:","Contexto: A principios de los años 70, ABC completó su transición al color; la década en su conjunto marcaría un punto de inflexión para ABC, ya que comenzó a pasar a CBS y NBC en las clasificaciones para convertirse en la primera cadena de televisión del mundo. También comenzó a utilizar datos de comportamiento y demográficos para determinar mejor a qué tipos de patrocinadores vender los espacios publicitarios y proporcionar programación que atraería a ciertas audiencias. El aumento de la cuota de audiencia de ABC se vio muy favorecido por el hecho de que varios mercados más pequeños habían crecido lo suficiente como para permitir afiliaciones a tiempo completo desde las tres redes.
Pregunta: ¿Qué tipo de datos comenzó a utilizar ABC en la década de 1970 para dirigir mejor los anuncios y la programación a determinados públicos?
Responde estrictamente basándote en el contexto:"
5737821cc3c5551400e51f19,"The development of fundamental theories for forces proceeded along the lines of unification of disparate ideas. For example, Isaac Newton unified the force responsible for objects falling at the surface of the Earth with the force responsible for the orbits of celestial mechanics in his universal theory of gravitation. Michael Faraday and James Clerk Maxwell demonstrated that electric and magnetic forces were unified through one consistent theory of electromagnetism. In the 20th century, the development of quantum mechanics led to a modern understanding that the first three fundamental forces (all except gravity) are manifestations of matter (fermions) interacting by exchanging virtual particles called gauge bosons. This standard model of particle physics posits a similarity between the forces and led scientists to predict the unification of the weak and electromagnetic forces in electroweak theory subsequently confirmed by observation. The complete formulation of the standard model predicts an as yet unobserved Higgs mechanism, but observations such as neutrino oscillations indicate that the standard model is incomplete. A Grand Unified Theory allowing for the combination of the electroweak interaction with the strong force is held out as a possibility with candidate theories such as supersymmetry proposed to accommodate some of the outstanding unsolved problems in physics. Physicists are still attempting to develop self-consistent unification models that would combine all four fundamental interactions into a theory of everything. Einstein tried and failed at this endeavor, but currently the most popular approach to answering this question is string theory.:212–219",Who formed the universal theory of gravitation?,Isaac Newton,"El desarrollo de teorías fundamentales para las fuerzas procedió en la línea de la unificación de ideas dispares. Por ejemplo, Isaac Newton unificó la fuerza responsable de los objetos que caen en la superficie de la Tierra con la fuerza responsable de las órbitas de la mecánica celeste en su teoría de la gravitación universal. Michael Faraday y James Clerk Maxwell demostraron que las fuerzas eléctricas y magnéticas estaban unificadas a través de una teoría uniforme del electromagnetismo. En el siglo XX, el desarrollo de la mecánica cuántica condujo a un entendimiento moderno de que las tres primeras fuerzas fundamentales (todas excepto la gravedad) son manifestaciones de la materia (fermiones) que interactúan mediante el intercambio de partículas virtuales llamadas bosones de calibre. Este modelo estándar de física de partículas plantea una similitud entre las fuerzas y llevó a los científicos a predecir la unificación de las fuerzas débiles y electromagnéticas en la teoría electrodébil, confirmada posteriormente por la observación. La formulación completa del modelo estándar predice un mecanismo Higgs que aún no se ha observado, pero observaciones como las oscilaciones de neutrinos indican que el modelo estándar está incompleto. Una Gran Teoría Unificada que permite la combinación de la interacción electrodébil con la fuerza fuerte se presenta como una posibilidad con teorías candidatas, tales como la supersimetría, propuesta para resolver algunos de los problemas pendientes no resueltos en el campo de la física. Los físicos todavía están tratando de desarrollar modelos de unificación autoconsistentes que combinarían las cuatro interacciones fundamentales en una teoría del todo. Einstein intentó y fracasó en este esfuerzo, pero actualmente el método más popular para responder a esta pregunta es la teoría de cuerdas.:212–219",¿Quién formuló la teoría universal de la gravitación?,Isaac Newton,"Context: The development of fundamental theories for forces proceeded along the lines of unification of disparate ideas. For example, Isaac Newton unified the force responsible for objects falling at the surface of the Earth with the force responsible for the orbits of celestial mechanics in his universal theory of gravitation. Michael Faraday and James Clerk Maxwell demonstrated that electric and magnetic forces were unified through one consistent theory of electromagnetism. In the 20th century, the development of quantum mechanics led to a modern understanding that the first three fundamental forces (all except gravity) are manifestations of matter (fermions) interacting by exchanging virtual particles called gauge bosons. This standard model of particle physics posits a similarity between the forces and led scientists to predict the unification of the weak and electromagnetic forces in electroweak theory subsequently confirmed by observation. The complete formulation of the standard model predicts an as yet unobserved Higgs mechanism, but observations such as neutrino oscillations indicate that the standard model is incomplete. A Grand Unified Theory allowing for the combination of the electroweak interaction with the strong force is held out as a possibility with candidate theories such as supersymmetry proposed to accommodate some of the outstanding unsolved problems in physics. Physicists are still attempting to develop self-consistent unification models that would combine all four fundamental interactions into a theory of everything. Einstein tried and failed at this endeavor, but currently the most popular approach to answering this question is string theory.:212–219
Question: Who formed the universal theory of gravitation?
Answer strictly based on the context:","Contexto: El desarrollo de teorías fundamentales para las fuerzas procedió en la línea de la unificación de ideas dispares. Por ejemplo, Isaac Newton unificó la fuerza responsable de los objetos que caen en la superficie de la Tierra con la fuerza responsable de las órbitas de la mecánica celeste en su teoría de la gravitación universal. Michael Faraday y James Clerk Maxwell demostraron que las fuerzas eléctricas y magnéticas estaban unificadas a través de una teoría uniforme del electromagnetismo. En el siglo XX, el desarrollo de la mecánica cuántica condujo a un entendimiento moderno de que las tres primeras fuerzas fundamentales (todas excepto la gravedad) son manifestaciones de la materia (fermiones) que interactúan mediante el intercambio de partículas virtuales llamadas bosones de calibre. Este modelo estándar de física de partículas plantea una similitud entre las fuerzas y llevó a los científicos a predecir la unificación de las fuerzas débiles y electromagnéticas en la teoría electrodébil, confirmada posteriormente por la observación. La formulación completa del modelo estándar predice un mecanismo Higgs que aún no se ha observado, pero observaciones como las oscilaciones de neutrinos indican que el modelo estándar está incompleto. Una Gran Teoría Unificada que permite la combinación de la interacción electrodébil con la fuerza fuerte se presenta como una posibilidad con teorías candidatas, tales como la supersimetría, propuesta para resolver algunos de los problemas pendientes no resueltos en el campo de la física. Los físicos todavía están tratando de desarrollar modelos de unificación autoconsistentes que combinarían las cuatro interacciones fundamentales en una teoría del todo. Einstein intentó y fracasó en este esfuerzo, pero actualmente el método más popular para responder a esta pregunta es la teoría de cuerdas.:212–219
Pregunta: ¿Quién formuló la teoría universal de la gravitación?
Responde estrictamente basándote en el contexto:"
572a18a4af94a219006aa7e2,"Some theories developed in the 1970s established possible avenues through which inequality may have a positive effect on economic development. According to a 1955 review, savings by the wealthy, if these increase with inequality, were thought to offset reduced consumer demand. A 2013 report on Nigeria suggests that growth has risen with increased income inequality. Some theories popular from the 1950s to 2011 incorrectly stated that inequality had a positive effect on economic development. Analyses based on comparing yearly equality figures to yearly growth rates were misleading because it takes several years for effects to manifest as changes to economic growth. IMF economists found a strong association between lower levels of inequality in developing countries and sustained periods of economic growth. Developing countries with high inequality have ""succeeded in initiating growth at high rates for a few years"" but ""longer growth spells are robustly associated with more equality in the income distribution.""",How long does it take for the effects to manifest as changes to economic growth?,several years,"Algunas teorías desarrolladas en la década de 1970 establecieron posibles vías a través de las cuales la desigualdad puede tener un efecto positivo en el desarrollo económico. Según una revisión de 1955, se pensó que los ahorros de los ricos, si estos aumentan con la desigualdad, compensarían la reducción de la demanda de los consumidores. Un informe de 2013 sobre Nigeria sugiere que el crecimiento ha subido con el aumento de la desigualdad de ingresos. Algunas teorías populares entre los años 50 y 2011 afirmaron incorrectamente que la desigualdad tenía un efecto positivo en el desarrollo económico. Los análisis basados en la comparación de las cifras anuales de igualdad con las tasas de crecimiento anual fueron engañosos porque se tarda varios años para que los efectos se manifiesten como cambios en el crecimiento económico. Los economistas del FMI hallaron una fuerte relación entre los niveles más bajos de desigualdad en los países en desarrollo y los períodos de crecimiento económico sostenido. Los países en desarrollo con alta desigualdad han ""logrado iniciar el crecimiento a altas tasas durante unos pocos años"", pero ""los períodos de crecimiento más largos están estrechamente relacionados con una mayor igualdad en la distribución de la renta"".",¿Cuánto tiempo se necesita para que los efectos se manifiesten como cambios en el crecimiento económico?,varios años,"Context: Some theories developed in the 1970s established possible avenues through which inequality may have a positive effect on economic development. According to a 1955 review, savings by the wealthy, if these increase with inequality, were thought to offset reduced consumer demand. A 2013 report on Nigeria suggests that growth has risen with increased income inequality. Some theories popular from the 1950s to 2011 incorrectly stated that inequality had a positive effect on economic development. Analyses based on comparing yearly equality figures to yearly growth rates were misleading because it takes several years for effects to manifest as changes to economic growth. IMF economists found a strong association between lower levels of inequality in developing countries and sustained periods of economic growth. Developing countries with high inequality have ""succeeded in initiating growth at high rates for a few years"" but ""longer growth spells are robustly associated with more equality in the income distribution.""
Question: How long does it take for the effects to manifest as changes to economic growth?
Answer strictly based on the context:","Contexto: Algunas teorías desarrolladas en la década de 1970 establecieron posibles vías a través de las cuales la desigualdad puede tener un efecto positivo en el desarrollo económico. Según una revisión de 1955, se pensó que los ahorros de los ricos, si estos aumentan con la desigualdad, compensarían la reducción de la demanda de los consumidores. Un informe de 2013 sobre Nigeria sugiere que el crecimiento ha subido con el aumento de la desigualdad de ingresos. Algunas teorías populares entre los años 50 y 2011 afirmaron incorrectamente que la desigualdad tenía un efecto positivo en el desarrollo económico. Los análisis basados en la comparación de las cifras anuales de igualdad con las tasas de crecimiento anual fueron engañosos porque se tarda varios años para que los efectos se manifiesten como cambios en el crecimiento económico. Los economistas del FMI hallaron una fuerte relación entre los niveles más bajos de desigualdad en los países en desarrollo y los períodos de crecimiento económico sostenido. Los países en desarrollo con alta desigualdad han ""logrado iniciar el crecimiento a altas tasas durante unos pocos años"", pero ""los períodos de crecimiento más largos están estrechamente relacionados con una mayor igualdad en la distribución de la renta"".
Pregunta: ¿Cuánto tiempo se necesita para que los efectos se manifiesten como cambios en el crecimiento económico?
Responde estrictamente basándote en el contexto:"
57115bf350c2381900b54a94,"Although the reciprocating steam engine is no longer in widespread commercial use, various companies are exploring or exploiting the potential of the engine as an alternative to internal combustion engines. The company Energiprojekt AB in Sweden has made progress in using modern materials for harnessing the power of steam. The efficiency of Energiprojekt's steam engine reaches some 27-30% on high-pressure engines. It is a single-step, 5-cylinder engine (no compound) with superheated steam and consumes approx. 4 kg (8.8 lb) of steam per kWh.[not in citation given]",Where is Energiprojekt AB based?,Sweden,"Aunque la máquina de vapor de pistón ya no es de uso comercial generalizado, varias empresas están explorando o explotando el potencial de la máquina como alternativa a las máquinas de combustión interna. La empresa Energiprojekt AB en Suecia ha progresado en el uso de materiales modernos para aprovechar la potencia del vapor. La eficiencia de la máquina de vapor de Energiprojekt alcanza un 27-30 % en motores de alta presión. Es un motor de un solo paso y 5 cilindros (sin compuesto) con vapor sobrecalentado y consume aproximadamente 4 kg (8,8 libras) de vapor por kWh.[no se proporciona cita]",¿Dónde tiene su sede Energiprojekt AB?,Suecia,"Context: Although the reciprocating steam engine is no longer in widespread commercial use, various companies are exploring or exploiting the potential of the engine as an alternative to internal combustion engines. The company Energiprojekt AB in Sweden has made progress in using modern materials for harnessing the power of steam. The efficiency of Energiprojekt's steam engine reaches some 27-30% on high-pressure engines. It is a single-step, 5-cylinder engine (no compound) with superheated steam and consumes approx. 4 kg (8.8 lb) of steam per kWh.[not in citation given]
Question: Where is Energiprojekt AB based?
Answer strictly based on the context:","Contexto: Aunque la máquina de vapor de pistón ya no es de uso comercial generalizado, varias empresas están explorando o explotando el potencial de la máquina como alternativa a las máquinas de combustión interna. La empresa Energiprojekt AB en Suecia ha progresado en el uso de materiales modernos para aprovechar la potencia del vapor. La eficiencia de la máquina de vapor de Energiprojekt alcanza un 27-30 % en motores de alta presión. Es un motor de un solo paso y 5 cilindros (sin compuesto) con vapor sobrecalentado y consume aproximadamente 4 kg (8,8 libras) de vapor por kWh.[no se proporciona cita]
Pregunta: ¿Dónde tiene su sede Energiprojekt AB?
Responde estrictamente basándote en el contexto:"
57296d571d04691400779413,"A prime number (or a prime) is a natural number greater than 1 that has no positive divisors other than 1 and itself. A natural number greater than 1 that is not a prime number is called a composite number. For example, 5 is prime because 1 and 5 are its only positive integer factors, whereas 6 is composite because it has the divisors 2 and 3 in addition to 1 and 6. The fundamental theorem of arithmetic establishes the central role of primes in number theory: any integer greater than 1 can be expressed as a product of primes that is unique up to ordering. The uniqueness in this theorem requires excluding 1 as a prime because one can include arbitrarily many instances of 1 in any factorization, e.g., 3, 1 · 3, 1 · 1 · 3, etc. are all valid factorizations of 3.",What is the only divisor besides 1 that a prime number can have?,itself,"Un número primo (o primo) es un número natural mayor que 1 que no tiene divisores positivos aparte de 1 y sí mismo. Un número natural mayor que 1 que no es un número primo se llama número compuesto. Por ejemplo, 5 es primo porque 1 y 5 son sus únicos factores enteros positivos, mientras que 6 es compuesto porque tiene los divisores 2 y 3 además de 1 y 6. El teorema fundamental de la aritmética establece el papel central de los primos en la teoría de números: cualquier número entero mayor que 1 puede expresarse como un producto de primos que es único hasta el orden. La unicidad de este teorema requiere excluir a 1 como primo porque se pueden incluir arbitrariamente muchos casos de 1 en cualquier factorización, por ejemplo, 3, 1 · 3, 1 · 1 · 3, etc. son todas factorizaciones válidas de 3.",¿Cuál es el único divisor además de 1 que puede tener un número primo?,sí mismo,"Context: A prime number (or a prime) is a natural number greater than 1 that has no positive divisors other than 1 and itself. A natural number greater than 1 that is not a prime number is called a composite number. For example, 5 is prime because 1 and 5 are its only positive integer factors, whereas 6 is composite because it has the divisors 2 and 3 in addition to 1 and 6. The fundamental theorem of arithmetic establishes the central role of primes in number theory: any integer greater than 1 can be expressed as a product of primes that is unique up to ordering. The uniqueness in this theorem requires excluding 1 as a prime because one can include arbitrarily many instances of 1 in any factorization, e.g., 3, 1 · 3, 1 · 1 · 3, etc. are all valid factorizations of 3.
Question: What is the only divisor besides 1 that a prime number can have?
Answer strictly based on the context:","Contexto: Un número primo (o primo) es un número natural mayor que 1 que no tiene divisores positivos aparte de 1 y sí mismo. Un número natural mayor que 1 que no es un número primo se llama número compuesto. Por ejemplo, 5 es primo porque 1 y 5 son sus únicos factores enteros positivos, mientras que 6 es compuesto porque tiene los divisores 2 y 3 además de 1 y 6. El teorema fundamental de la aritmética establece el papel central de los primos en la teoría de números: cualquier número entero mayor que 1 puede expresarse como un producto de primos que es único hasta el orden. La unicidad de este teorema requiere excluir a 1 como primo porque se pueden incluir arbitrariamente muchos casos de 1 en cualquier factorización, por ejemplo, 3, 1 · 3, 1 · 1 · 3, etc. son todas factorizaciones válidas de 3.
Pregunta: ¿Cuál es el único divisor además de 1 que puede tener un número primo?
Responde estrictamente basándote en el contexto:"
56d726b60d65d214001983ec,"With 4:51 left in regulation, Carolina got the ball on their own 24-yard line with a chance to mount a game-winning drive, and soon faced 3rd-and-9. On the next play, Miller stripped the ball away from Newton, and after several players dove for it, it took a long bounce backwards and was recovered by Ward, who returned it five yards to the Panthers 4-yard line. Although several players dove into the pile to attempt to recover it, Newton did not and his lack of aggression later earned him heavy criticism. Meanwhile, Denver's offense was kept out of the end zone for three plays, but a holding penalty on cornerback Josh Norman gave the Broncos a new set of downs. Then Anderson scored on a 2-yard touchdown run and Manning completed a pass to Bennie Fowler for a 2-point conversion, giving Denver a 24–10 lead with 3:08 left and essentially putting the game away. Carolina had two more drives, but failed to get a first down on each one.",Which player was criticized for not jumping into the pile to recover the ball?,Newton,"Con 4 min 51 s de tiempo restante en el marcador, Carolina atrapó el balón en su línea de 24 yardas con la oportunidad de montar una jugada para ganar el partido, sin embargo pronto se vieron en el tercer down y a nueve yardas. En la siguiente jugada, Miller sustrajo el balón a Newton y después de que varios jugadores se lanzaran a por él, este pegó un gran bote hacia atrás; Ward pudo recogerlo, devolviéndolo cinco yardas hasta la línea de 4 de los Panthers. Varios jugadores se lanzaron a la pila para intentar recuperar el balón pero sin embargo, Newton no lo hizo y esa falta de agresividad le valió fuertes críticas a posteriori. Mientras tanto, la ofensiva de Denver se mantuvo fuera de la zona de anotación durante tres jugadas, hasta que un penalti por agarrón al esquinero Josh Norman le dio a los Broncos una nueva serie de downs. Anderson anotaba más tarde un touchdown en carrera de 2 yardas y Manning completaba un pase a Bennie Fowler para una conversión de 2 puntos, otorgando una ventaja a Denver de 24 a 10 con 3 min 8 s en el marcador, lo que prácticamente sentenciaba el partido. Carolina tuvo dos lanzamientos más, pero no consiguió hacer ningún primer down.",¿Qué jugador fue criticado por no saltar a la pila para recuperar el balón?,Newton,"Context: With 4:51 left in regulation, Carolina got the ball on their own 24-yard line with a chance to mount a game-winning drive, and soon faced 3rd-and-9. On the next play, Miller stripped the ball away from Newton, and after several players dove for it, it took a long bounce backwards and was recovered by Ward, who returned it five yards to the Panthers 4-yard line. Although several players dove into the pile to attempt to recover it, Newton did not and his lack of aggression later earned him heavy criticism. Meanwhile, Denver's offense was kept out of the end zone for three plays, but a holding penalty on cornerback Josh Norman gave the Broncos a new set of downs. Then Anderson scored on a 2-yard touchdown run and Manning completed a pass to Bennie Fowler for a 2-point conversion, giving Denver a 24–10 lead with 3:08 left and essentially putting the game away. Carolina had two more drives, but failed to get a first down on each one.
Question: Which player was criticized for not jumping into the pile to recover the ball?
Answer strictly based on the context:","Contexto: Con 4 min 51 s de tiempo restante en el marcador, Carolina atrapó el balón en su línea de 24 yardas con la oportunidad de montar una jugada para ganar el partido, sin embargo pronto se vieron en el tercer down y a nueve yardas. En la siguiente jugada, Miller sustrajo el balón a Newton y después de que varios jugadores se lanzaran a por él, este pegó un gran bote hacia atrás; Ward pudo recogerlo, devolviéndolo cinco yardas hasta la línea de 4 de los Panthers. Varios jugadores se lanzaron a la pila para intentar recuperar el balón pero sin embargo, Newton no lo hizo y esa falta de agresividad le valió fuertes críticas a posteriori. Mientras tanto, la ofensiva de Denver se mantuvo fuera de la zona de anotación durante tres jugadas, hasta que un penalti por agarrón al esquinero Josh Norman le dio a los Broncos una nueva serie de downs. Anderson anotaba más tarde un touchdown en carrera de 2 yardas y Manning completaba un pase a Bennie Fowler para una conversión de 2 puntos, otorgando una ventaja a Denver de 24 a 10 con 3 min 8 s en el marcador, lo que prácticamente sentenciaba el partido. Carolina tuvo dos lanzamientos más, pero no consiguió hacer ningún primer down.
Pregunta: ¿Qué jugador fue criticado por no saltar a la pila para recuperar el balón?
Responde estrictamente basándote en el contexto:"
56e77da237bdd419002c403e,"In Tibetan Buddhism the teachers of Dharma in Tibet are most commonly called a Lama. A Lama who has through phowa and siddhi consciously determined to be reborn, often many times, in order to continue their Bodhisattva vow is called a Tulku.",How much has a Lama agreed to be reborn?,many times,"En el budismo tibetano normalmente se llama a los maestros del dharma del Tíbet lamas. Un lama que ha decidido conscientemente renacer a través del phowa y el siddhi, frecuentemente muchas veces, con el fin de continuar su voto del bodhisattva, se llama tulku.",¿Cuántas veces ha aceptado renacer un lama?,muchas veces,"Context: In Tibetan Buddhism the teachers of Dharma in Tibet are most commonly called a Lama. A Lama who has through phowa and siddhi consciously determined to be reborn, often many times, in order to continue their Bodhisattva vow is called a Tulku.
Question: How much has a Lama agreed to be reborn?
Answer strictly based on the context:","Contexto: En el budismo tibetano normalmente se llama a los maestros del dharma del Tíbet lamas. Un lama que ha decidido conscientemente renacer a través del phowa y el siddhi, frecuentemente muchas veces, con el fin de continuar su voto del bodhisattva, se llama tulku.
Pregunta: ¿Cuántas veces ha aceptado renacer un lama?
Responde estrictamente basándote en el contexto:"
5730d26fb54a4f140068cc95,"The first Methodist clergy were ordained by John Wesley, a priest of the Church of England, because of the crisis caused by the American Revolution which isolated the Methodists in the States from the Church of England and its sacraments. Today, the clergy includes men and women who are ordained by bishops as elders and deacons and are appointed to various ministries. Elders in the United Methodist Church itenerate and are subject to the authority and appointment of their bishops. They generally serve as pastors in local congregations. Deacons are in service ministry and may serve as musicians, liturgists, educators, business administrators, and a number of other areas. Elders and deacons are required to obtain a master's degree (generally an M.Div.), or another equivalent degree, before commissioning and then ultimately ordination. Elders in full connection are each a member of their Annual Conference Order of Elders. Likewise each deacon in full connection is a member of their Annual Conference Order of Deacons.",Clergy usually serve as what in local congregations?,pastors,"El primer clero metodista fue ordenado por John Wesley, un sacerdote de la Iglesia de Inglaterra, debido a la crisis causada por la Revolución Americana que aisló a los metodistas en los Estados Unidos de la Iglesia de Inglaterra y sus sacramentos. Hoy en día, el clero incluye hombres y mujeres que son ordenados por los obispos como ancianos y diáconos y son nombrados para varios ministerios. Los ancianos de la Iglesia Metodista Unida son itinerantes y están sujetos a la autoridad y nombramiento de sus obispos. Generalmente sirven como pastores en congregaciones locales. Los diáconos están en el ministerio de servicio y pueden prestar servicio como músicos, liturgistas, educadores, administradores de empresas y una serie de otras áreas. A los ancianos y diáconos se les exige que obtengan un máster (generalmente un M.Div.), u otro título equivalente, antes de comisionarlos y luego, en última instancia, ordenarlos. Los ancianos en conexión plena son cada uno un miembro de su Orden de la Conferencia Anual de Ancianos. De la misma manera, cada diácono en conexión plena es miembro de su Orden Anual de Diáconos de la Conferencia.",¿Como qué suele servir el clero en las congregaciones locales?,pastores,"Context: The first Methodist clergy were ordained by John Wesley, a priest of the Church of England, because of the crisis caused by the American Revolution which isolated the Methodists in the States from the Church of England and its sacraments. Today, the clergy includes men and women who are ordained by bishops as elders and deacons and are appointed to various ministries. Elders in the United Methodist Church itenerate and are subject to the authority and appointment of their bishops. They generally serve as pastors in local congregations. Deacons are in service ministry and may serve as musicians, liturgists, educators, business administrators, and a number of other areas. Elders and deacons are required to obtain a master's degree (generally an M.Div.), or another equivalent degree, before commissioning and then ultimately ordination. Elders in full connection are each a member of their Annual Conference Order of Elders. Likewise each deacon in full connection is a member of their Annual Conference Order of Deacons.
Question: Clergy usually serve as what in local congregations?
Answer strictly based on the context:","Contexto: El primer clero metodista fue ordenado por John Wesley, un sacerdote de la Iglesia de Inglaterra, debido a la crisis causada por la Revolución Americana que aisló a los metodistas en los Estados Unidos de la Iglesia de Inglaterra y sus sacramentos. Hoy en día, el clero incluye hombres y mujeres que son ordenados por los obispos como ancianos y diáconos y son nombrados para varios ministerios. Los ancianos de la Iglesia Metodista Unida son itinerantes y están sujetos a la autoridad y nombramiento de sus obispos. Generalmente sirven como pastores en congregaciones locales. Los diáconos están en el ministerio de servicio y pueden prestar servicio como músicos, liturgistas, educadores, administradores de empresas y una serie de otras áreas. A los ancianos y diáconos se les exige que obtengan un máster (generalmente un M.Div.), u otro título equivalente, antes de comisionarlos y luego, en última instancia, ordenarlos. Los ancianos en conexión plena son cada uno un miembro de su Orden de la Conferencia Anual de Ancianos. De la misma manera, cada diácono en conexión plena es miembro de su Orden Anual de Diáconos de la Conferencia.
Pregunta: ¿Como qué suele servir el clero en las congregaciones locales?
Responde estrictamente basándote en el contexto:"
56d7253b0d65d214001983d5,"Six-time Grammy winner and Academy Award nominee Lady Gaga performed the national anthem, while Academy Award winner Marlee Matlin provided American Sign Language (ASL) translation.",What actor did sign language for the National Anthem at Superbowl 50?,Marlee Matlin,"Lady Gaga, la seis veces ganadora del Grammy y nominada al Óscar, cantó el himno nacional estadounidense; mientras que Marlee Matlin, la ganadora del Óscar, lo traducía a la lengua de signos americana (ASL, por sus siglas en inglés).",¿Qué estrella de cine reprodujo la lengua de signos para el himno nacional estadounidense en la Super Bowl 50?,Marlee Matlin,"Context: Six-time Grammy winner and Academy Award nominee Lady Gaga performed the national anthem, while Academy Award winner Marlee Matlin provided American Sign Language (ASL) translation.
Question: What actor did sign language for the National Anthem at Superbowl 50?
Answer strictly based on the context:","Contexto: Lady Gaga, la seis veces ganadora del Grammy y nominada al Óscar, cantó el himno nacional estadounidense; mientras que Marlee Matlin, la ganadora del Óscar, lo traducía a la lengua de signos americana (ASL, por sus siglas en inglés).
Pregunta: ¿Qué estrella de cine reprodujo la lengua de signos para el himno nacional estadounidense en la Super Bowl 50?
Responde estrictamente basándote en el contexto:"
572fc6f204bcaa1900d76cf7,"Much of the work of the Scottish Parliament is done in committee. The role of committees is stronger in the Scottish Parliament than in other parliamentary systems, partly as a means of strengthening the role of backbenchers in their scrutiny of the government and partly to compensate for the fact that there is no revising chamber. The principal role of committees in the Scottish Parliament is to take evidence from witnesses, conduct inquiries and scrutinise legislation. Committee meetings take place on Tuesday, Wednesday and Thursday morning when Parliament is sitting. Committees can also meet at other locations throughout Scotland.",What is one avenue being compensated for by having committees serve such a large role?,no revising chamber,"Gran parte del trabajo del Parlamento Escocés se realiza en el comité. El papel de los comités es más importante en el Parlamento escocés que en otros sistemas parlamentarios, en parte como una forma de reforzar el papel de los diputados en su control del Gobierno y, en parte, para compensar el hecho de que no hay cámara de revisión. El papel principal de los comités en el Parlamento Escocés es tomar pruebas de los testigos, llevar a cabo investigaciones y examinar la legislación. Las reuniones de las comisiones se celebran los martes, miércoles y jueves por la mañana, durante las sesiones del Parlamento. Los comités también pueden reunirse en otros lugares de toda Escocia.",¿Para compensar qué desempeñan los comités un papel tan importante?,no hay cámara de revisión,"Context: Much of the work of the Scottish Parliament is done in committee. The role of committees is stronger in the Scottish Parliament than in other parliamentary systems, partly as a means of strengthening the role of backbenchers in their scrutiny of the government and partly to compensate for the fact that there is no revising chamber. The principal role of committees in the Scottish Parliament is to take evidence from witnesses, conduct inquiries and scrutinise legislation. Committee meetings take place on Tuesday, Wednesday and Thursday morning when Parliament is sitting. Committees can also meet at other locations throughout Scotland.
Question: What is one avenue being compensated for by having committees serve such a large role?
Answer strictly based on the context:","Contexto: Gran parte del trabajo del Parlamento Escocés se realiza en el comité. El papel de los comités es más importante en el Parlamento escocés que en otros sistemas parlamentarios, en parte como una forma de reforzar el papel de los diputados en su control del Gobierno y, en parte, para compensar el hecho de que no hay cámara de revisión. El papel principal de los comités en el Parlamento Escocés es tomar pruebas de los testigos, llevar a cabo investigaciones y examinar la legislación. Las reuniones de las comisiones se celebran los martes, miércoles y jueves por la mañana, durante las sesiones del Parlamento. Los comités también pueden reunirse en otros lugares de toda Escocia.
Pregunta: ¿Para compensar qué desempeñan los comités un papel tan importante?
Responde estrictamente basándote en el contexto:"
